SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,HP_Priority,HP_Description,HP_Location
3000-01,PI,3000-01-LPC-08-956,PI_TP,,کسری پایپ 3 متر ( کسری کارفرما )MIV-2151-KC 10383QF-1,
3000-02,PI,3000-02-BFW-01-805,PI_TP,,D-3003 & LG-3044-2,
3000-02,PI,3000-02-BFW-02-806,PI_TP,,LG-3044/1,
3000-02,PI,3000-02-CBD-01-248,PI_TP,,54022ff-4X2 QTY:1 SHORTEJ T-5001,
3000-02,PI,3000-02-MPC-03-951,PI_TP,,R-3001__ / TIE IN_,
3000-02,PI,3000-02-MPC-04-952,PI_TP,,R-3001__ / TIE IN_,
3000-02,PI,3000-02-MPS-02-732,PI_TP,,R-3001-,
3000-02,PI,3000-02-MPS-03-733,PI_TP,,R-3001-,
3000-02,PI,3000-02-SG-02-554,PI_TP,,R-3001-,
3000-02,PI,3000-02-SG-03-555,PI_TP,,R-3001-,
3000-02,PI,3000-02-SG-06-818,PI_TP,,R-3001/2-B1-,
3000-02,PI,3000-02-SG-07-819,PI_TP,,R-3001-1/B1-,
3000-02,PI,3000-02-VA-04-754,PI_TP,,D-3003 & LG-3044,
3000-02,PI,3000-02-VA-05-755,PI_TP,,D-3003 & LG-3044,
3000-02,PI,3000-02-WWO-01-740,PI_TP,,AT-3053,
4000-01,PI,4000-01-N-10-979,PI_TP,,به دلیل عدم نصب  رکتور و 3/4 بودن  خط این پکیج فعلا قابل اجرا نیست -این خط مشترک  رکتور می باشد,
4000-02,PI,4000-02-HPC-07-1022,PI_TP,,LG-2017,
4000-02,PI,4000-02-HPS-20-1046,PI_TP,,مغایرت آیزو با P&ID,
4000-04,PI,4000-04-PH-02-247,PI_TP,,10533QW-1.1/2  PIPE 1 1/2 SS 80S 24M NIS  (1404/01/28),
4000-04,PI,4000-04-VA-10-756,PI_TP,,Vent LG-7092,
4000-05,PI,4000-05-BD-06-788,PI_TP,,R-3001-3-,
4000-06,PI,4000-06-CS-02-990,PI_TP,,ISO 44001 AFC ( ISO WITH HOLD ),
4000-08,PI,4000-08-CHA-03-515,PI_TP,,10533QV-1   7MEQ-PUMP-PK-8004,
4000-08,PI,4000-08-CWR-52-292,PI_TP,,SC-3074 & R-3001-1 & R-3001-2,
4000-08,PI,4000-08-CWR-53-293,PI_TP,,SC-3078 & R-3001-2 & R-3001-3-,
4000-08,PI,4000-08-CWR-54-294,PI_TP,,SC-3082 & R-3001-3-,
4000-08,PI,4000-08-CWR-56-296,PI_TP,,PANEL AT 3053/3055-,
4000-08,PI,4000-08-CWR-80-320,PI_TP,,PANEL  AT-7099,
4000-08,PI,4000-08-CWS-53-344,PI_TP,,HOLD PANEL  AT-3053,
4000-08,PI,4000-08-CWS-61-352,PI_TP,,HOLD PANEL/AT-7099,
4000-09,PI,4000-09-WWO-02-923,PI_TP,,Equipment     NT-P8405/A&B  (   جنوب ساختمان لابراتوار) PUMP-8405A&8405B,
4000-11,PI,4000-11-IA-09-1026,PI_TP,,از جوینت 6 الی 11 HOLD ISO  می باشد,
5000-01,PI,5000-01-PMC-16-481,PI_TP,,اندازه LG با فاصله نازل تجهیز اختلاف دارد LG-5038,
5000-01,PI,5000-01-PMC-17-482,PI_TP,, VENDOR اندازه(LG-5061) مشکل دارد,
5000-01,PI,5000-01-PMV-04-252,PI_TP,,ISO HOLD AFC ( WITH HOLD ),
5000-04,PI,5000-04-PMP-02-031,PI_TP,, HOS-4306-4 NIS MRC-114,
5000-04,PI,5000-04-PMP-27-1015,PI_TP,,HOSE-4301  ( MRC-114 دارد),
5000-04,PI,5000-04-PMV-01-035,PI_TP,,ISO HOLD AFC ( WITH HOLD ),
7000-01,PI,7000-01-FLG-15-911,PI_TP,,LG-2475,
7000-01,PI,7000-01-FLG-24-988,PI_TP,,موقعیت  SC-3074 بین R-3001-1 و 3001-2,
5000-01,MES,AE-5004,Air_Cooler(AE),,کسری گریس خور بیرینگ,
5000-01,MES,AE-5005-A,Package,,کسری کلمپ فن گارد  و گریس خور بیرینگ,
5000-01,MES,AE-5005-B,Package,,کسری کلمپ فن گارد  و گریس خور بیرینگ,
5000-01,MES,AE-5005-C,Package,,کسری کلمپ فن گارد  و گریس خور بیرینگ,
5000-02,MES,AE-5005-D,Package,,کسری کلمپ فن گارد  و گریس خور بیرینگ,
HVAC-04,EL,AH-HDP-01,Panel,,Hold (Matrial Shortage),
DCS-01,IN,ALM-T1,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,ALM-T2,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,ALM-T3,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,ALM-T4,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,ALM-T5,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,ALM-T6,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-01,IN,AP-1002,Instrument(AP),,Hold (Matrial Shortage),
1000-01,IN,AP-1036,Instrument(AP),,Hold (Matrial Shortage),
1000-01,IN,AP-1039,Instrument(AP),,Hold (Matrial Shortage),
1000-01,IN,AP-1040,Instrument(AP),,Hold (Matrial Shortage),
1000-01,IN,AP-1044,Instrument(AP),,Hold (Matrial Shortage),
1000-01,IN,AP-1046,Instrument(AP),,Hold (Matrial Shortage),
4000-02,IN,AP-2031,Instrument(AP),,Hold (Matrial Shortage),
2000-02,IN,AP-2160,Instrument(AP),,Hold (Matrial Shortage),
2000-02,IN,AP-2222,Instrument(AP),,Hold (Matrial Shortage),
2000-02,IN,AP-2266,Instrument(AP),,Hold (Matrial Shortage),
2000-02,IN,AP-2267,Instrument(AP),,Hold (Matrial Shortage),
2000-02,IN,AP-2294,Instrument(AP),,Hold (Matrial Shortage),
2000-02,IN,AP-2296,Instrument(AP),,Hold (Matrial Shortage),
2000-03,IN,AP-2306,Instrument(AP),,Hold (Matrial Shortage),
2000-04,IN,AP-2380,Instrument(AP),,Hold (Matrial Shortage),
2000-04,IN,AP-2383,Instrument(AP),,Hold (Matrial Shortage),
2000-05,IN,AP-2480,Instrument(AP),,Hold (Matrial Shortage),
1000-02,IN,AP-2539,Instrument(AP),,Hold (Matrial Shortage),
2000-06,IN,AP-2571,Instrument(AP),,Hold (Matrial Shortage),
2000-04,IN,AP-3005,Instrument(AP),,Hold (Matrial Shortage),
3000-01,IN,AP-3019,Instrument(AP),,Hold (Matrial Shortage),
3000-01,IN,AP-3022,Instrument(AP),,Hold (Matrial Shortage),
4000-03,IN,AP-3049,Instrument(AP),,Hold (Matrial Shortage),
3000-02,IN,AP-3054,Instrument(AP),,Hold (Matrial Shortage),
3000-02,IN,AP-3074,Instrument(AP),,Hold (Matrial Shortage),
3000-02,IN,AP-3078,Instrument(AP),,Hold (Matrial Shortage),
3000-02,IN,AP-3082,Instrument(AP),,Hold (Matrial Shortage),
3000-02,IN,AP-3114,Instrument(AP),,Hold (Matrial Shortage),
3000-03,IN,AP-3195,Instrument(AP),,Hold (Matrial Shortage),
3000-03,IN,AP-3197,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-3212,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5010,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5019,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5021,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5044,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5052,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5053,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5055,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5056,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5057,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5098,Instrument(AP),,Hold (Matrial Shortage),
5000-01,IN,AP-5112,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5164,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5167,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5171,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5173,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5174,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5175,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5180,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5208,Instrument(AP),,Hold (Matrial Shortage),
5000-02,IN,AP-5218,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5261,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5262,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5264,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5265,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5266,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5267,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5268,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5269,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5274,Instrument(AP),,Hold (Matrial Shortage),
5000-03,IN,AP-5326,Instrument(AP),,Hold (Matrial Shortage),
5000-04,IN,AP-5382,Instrument(AP),,Hold (Matrial Shortage),
5000-04,IN,AP-5431,Instrument(AP),,Hold (Matrial Shortage),
5000-05,IN,AP-5452,Instrument(AP),,Hold (Matrial Shortage),
1000-03,IN,AP-6059,Instrument(AP),,Hold (Matrial Shortage),
1000-03,IN,AP-6060,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-7001,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-7002,Instrument(AP),,Hold (Matrial Shortage),
4000-04,IN,AP-7100,Instrument(AP),,Hold (Matrial Shortage),
1000-03,IN,AP-7101,Instrument(AP),,Hold (Matrial Shortage),
4000-04,IN,AP-7126,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-7501,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-75150,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-75151A,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-75151B,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-75152,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-75153,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-75154,Instrument(AP),,Hold (Matrial Shortage),
4000-08,IN,AP-8001,Instrument(AP),,Hold (Matrial Shortage),
4000-08,IN,AP-8002,Instrument(AP),,Hold (Matrial Shortage),
4000-08,IN,AP-8003,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-8411,Instrument(AP),,Hold (Matrial Shortage),
4000-06,IN,AP-8412,Instrument(AP),,Hold (Matrial Shortage),
4000-12,IN,AP-8415,Instrument(AP),,Hold (Matrial Shortage),
4000-12,IN,AP-8416,Instrument(AP),,Hold (Matrial Shortage),
4000-12,IN,AP-8417,Instrument(AP),,Hold (Matrial Shortage),
4000-04,IN,AT-7099(AT),Instrument(AT),,Hold (Matrial Shortage),
4000-08,IN,AT-8004(AT),Instrument(AT),,Hold (Matrial Shortage),
4000-06,IN,AT-8413(AT),Instrument(AT),,Hold (Matrial Shortage),
1000-01,IN,AY-1001-1,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-01,IN,AY-1001-2,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-01,IN,AY-1001-3,SIGNAL,,After Energization The control Room (Hold Sequence),
TEL-11,EL,CR-CMR-01,CCTV,,Hold (Matrial Shortage),
TEL-11,EL,CR-CMR-02,CCTV,,Hold (Matrial Shortage),
TEL-11,EL,CR-CSP-01,CCTV,,Hold (Matrial Shortage),
120-07,EL,CR-EDP-01,Panel,,Hold (Matrial Shortage),
LS-02,EL,CR-ELP-01,Panel,,Hold (Matrial Shortage),
HVAC-02,EL,CR-HDP-01,Panel,,Hold (Matrial Shortage),
HVAC-02,EL,CR-HDP-02,Panel,,Hold (Matrial Shortage),
HVAC-02,EL,CR-LCP-0010,Panel,,Hold (Matrial Shortage),
LS-01,EL,CR-LP-01,Panel,,Hold (Matrial Shortage),
120-07,EL,CR-SIP-01,Panel,,Hold (Matrial Shortage),
DCS-01,IN,E1-ALM-01,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E1-ALM-02,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E1-ALM-03,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E1-ALM-04,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E1-ALM-05,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E1-ALM-06,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E2-ALM-01,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E2-ALM-02,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E2-ALM-03,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,E2-ALM-04,SIGNAL,,After Energization The control Room (Hold Sequence),
120-01,EL,EAP-NI-TR2-07,Power Cable A,,Deleted BY ENG,
120-02,EL,EBC-C2001-MF-1,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-C2001-MF-2,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-FT7001A-MP-1B,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-FT7001B-MP-1B,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-FT8001A-MP-1B,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-FT8001B-MP-1B,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-01_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-02_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-03_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-04_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-05_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-06_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-07_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-08_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-09_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-10_VS,Power Cable B,,Hold (Matrial Shortage),
120-06,EL,EBC-MAE-5004-12_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-01_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-02_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-03_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-04_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-05_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-06_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-07_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-08_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-09_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-10_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-11_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-12_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-13_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-14_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-15_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-16_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-17_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005A-18_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-01_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-02_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-03_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-04_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-05_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-06_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-07_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-08_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-09_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-10_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-11_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-12_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-13_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-14_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-15_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-16_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-17_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005B-18_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-01_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-02_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-03_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-04_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-05_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-06_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-07_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-08_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-09_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-10_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-11_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-12_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-13_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005C-14_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005C-15_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005C-16_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005C-17_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5005C-18_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-01_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-02_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-03_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-04_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-05_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-06_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-07_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-08_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-09_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-10_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-11_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-12_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-13_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-14_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-15_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-16_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-17_VS,Power Cable B,,Hold (Matrial Shortage),
120-05,EL,EBC-MAE-5005D-18_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5006-01_VS,Power Cable B,,Hold (Matrial Shortage),
120-04,EL,EBC-MAE-5006-02_VS,Power Cable B,,Hold (Matrial Shortage),
120-03,EL,EBC-MB-8001B,Power Cable B,,Hold (Matrial Shortage),
120-03,EL,EBC-MF-8001A_VS,Power Cable B,,Hold (Matrial Shortage),
120-03,EL,EBC-MF-8001D_VS,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-MP-3001,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-MP-3013,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-MP-5012A,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-MP-5012B,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-5070A,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-5070B,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-7051A,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-7051B,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-7052A,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-7052B,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-7060A,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-7060B,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-7070A,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MP-7070B,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-MP-7101A,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-MP-7101B,Power Cable B,,Hold (Matrial Shortage),
120-03,EL,EBC-MP-8405A,Power Cable B,,Hold (Matrial Shortage),
120-03,EL,EBC-MP-8405B,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MX-7050,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MX-7060,Power Cable B,,Hold (Matrial Shortage),
120-02,EL,EBC-MX-7070,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-P7001C-MP-1B,Power Cable B,,Hold (Matrial Shortage),
LS-02,EL,EBC-SS-EMLP-01,Power Cable B,,Hold (Matrial Shortage),
LS-01,EL,EBC-SS-MLP-01,Power Cable B,,Hold (Matrial Shortage),
LS-01,EL,EBC-SS-PC-01,Power Cable B,,Hold (Matrial Shortage),
120-07,EL,EBC-SS-TR3-02-PTC,Power Cable B,,Hold (Matrial Shortage),
120-03,EL,EBC-SS-TR3A-01-PTC,Power Cable B,,Hold (Matrial Shortage),
120-03,EL,EBC-SS-TR3B-01-PTC,Power Cable B,,Hold (Matrial Shortage),
LS-06,EL,EBL-00-SLP-01-1,Power Cable B,,Hold (Matrial Shortage),
LS-06,EL,EBL-00-SLP-01-2,Power Cable B,,Hold (Matrial Shortage),
LS-06,EL,EBL-00-SLP-01-3,Power Cable B,,Hold (Matrial Shortage),
LS-02,EL,EBL-01-EJB1-1,Power Cable B,,Hold (Matrial Shortage),
LS-02,EL,EBL-01-EJB2-2,Power Cable B,,Hold (Matrial Shortage),
LS-01,EL,EBL-01-JB1-1,Power Cable B,,Hold (Matrial Shortage),
LS-01,EL,EBL-01-JB2-2,Power Cable B,,Hold (Matrial Shortage),
LS-02,EL,EBL-02-EJB1_1-1,Power Cable B,,Hold (Matrial Shortage),
